postal_code,status,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,inferred_locality_type,matched_township_id,matched_local_admin_area_id,name_evidence,match_method,duplicate_extra_source_rows,source_row_count_en,source_row_count_my,reason,matched_township_public_id,v2_status,v2_reason,matched_local_admin_public_id
0211003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မင်းကင်း မြို့နယ်,Mingin Township,သရက်တော ရပ်ကွက်,Tha Yet Taw Quarter,ward,6798,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6798 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0213001,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဗန်းမောက် မြို့နယ်,Banmauk Township,မြနန္ဒာ ရပ်ကွက်,Mya Nan Dar Quarter,ward,6702,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6702 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0213002,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဗန်းမောက် မြို့နယ်,Banmauk Township,မြို့မ ရပ်ကွက်,Myo Ma Quarter,ward,6702,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6702 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0213003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဗန်းမောက် မြို့နယ်,Banmauk Township,လွှစင်ကုန်း ရပ်ကွက်,Hlwa Sin Kone Quarter,ward,6702,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6702 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0213200,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဗန်းမောက် မြို့နယ်,Banmauk Township,အောင်သာကုန်း ကျေးရွာအုပ်စု,Aung Thar Kone Village Tract,village_tract,6702,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6702 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0214001,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,အင်းတော် မြို့နယ်,Indaw Township,အောင်မင်္ဂလာ ရပ်ကွက်,Aung Min Ga Lar Quarter,ward,6607,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6607 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0214002,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,အင်းတော် မြို့နယ်,Indaw Township,အောင်ချမ်းသာ ရပ်ကွက်,Aung Chan Thar Quarter,ward,6607,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6607 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0214003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,အင်းတော် မြို့နယ်,Indaw Township,အောင်ဇေယျ ရပ်ကွက်,Aung Zay Ya Quarter,ward,6607,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6607 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0214004,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,အင်းတော် မြို့နယ်,Indaw Township,အောင်မေတ္တာ ရပ်ကွက်,Aung Myit Tar Quarter,ward,6607,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6607 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215001,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,မြောက်ပိုင်း ရပ်ကွက်,Myauk Paing Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215002,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,အလယ်ပိုင်း ရပ်ကွက်,Ah Lel Paing Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,တောင်ပိုင်း ရပ်ကွက်,Taung Paing Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215004,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,သူဌေးကုန်း ရပ်ကွက်,Thu Htay Kone Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215005,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,ဇေယျာချောင် ရပ်ကွက်,Zay Yar Chaung Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215006,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,စက်ပန်း ရပ်ကွက်,Set Pan Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215007,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,လျှပ်စစ်ကုန်း ရပ်ကွက်,Hlyat Sit Kone Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215008,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,ပိန္နဲကုန်း ရပ်ကွက်,Pein Hne Kone Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215009,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,ပတ္တမြား ရပ်ကွက်,Pa Da Myar Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0215010,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကသာ မြို့နယ်,Katha Township,သဖန်းဆိုင်း ရပ်ကွက်,Tha Hpan Saing Quarter,ward,6588,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6588 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0219001,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ထီးချိုင့် မြို့နယ်,Tigyaing Township,စံပြ ရပ်ကွက်,San Pya(Aung San San Pya) Quarter,ward,6587,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6587 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0219002,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ထီးချိုင့် မြို့နယ်,Tigyaing Township,အောင်ဇေယျာ ရပ်ကွက်,Aung Zay Yar Quarter,ward,6587,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6587 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0219003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ထီးချိုင့် မြို့နယ်,Tigyaing Township,ဝိသာခါ ရပ်ကွက်,Wi Thar Khar Quarter,ward,6587,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6587 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0219004,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ထီးချိုင့် မြို့နယ်,Tigyaing Township,ဘုရင့်နောင် ရပ်ကွက်,Ba Yint Naung Quarter,ward,6587,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6587 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0220001,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကျွန်းလှ မြို့နယ်,Kyunhla Township,ပိတောက်မြိုင် ရပ်ကွက်,Pi Tauk Myaing Quarter,ward,5023,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 5023 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0220002,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကျွန်းလှ မြို့နယ်,Kyunhla Township,သစ်ရာမြိုင် ရပ်ကွက်,Thit Yar Myaing Quarter,ward,5023,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 5023 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0220003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကျွန်းလှ မြို့နယ်,Kyunhla Township,အင်ကြင်းမြိုင် ရပ်ကွက်,In Gyin Myaing Quarter,ward,5023,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 5023 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0220004,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ကျွန်းလှ မြို့နယ်,Kyunhla Township,ပျဉ်းမမြိုင် ရပ်ကွက်,Pyin Ma Myaing Quarter,ward,5023,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 5023 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0222003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တန့်ဆည် မြို့နယ်,Taze Township,မဟာမြိုင် ရပ်ကွက်,Ma Har Myaing Quarter,ward,6766,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6766 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0222004,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တန့်ဆည် မြို့နယ်,Taze Township,မေတ္တာမြိုင် ရပ်ကွက်,Myit Tar Myaing Quarter,ward,6766,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6766 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226001,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၁) ရပ်ကွက်,No (1) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226002,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၂) ရပ်ကွက်,No (2) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၃) ရပ်ကွက်,No (3) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226004,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၄) ရပ်ကွက်,No (4) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226005,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၅) ရပ်ကွက်,No (5) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226006,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၆) ရပ်ကွက်,No (6) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226007,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၇) ရပ်ကွက်,No (7) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226008,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၈) ရပ်ကွက်,No (8) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226009,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၉) ရပ်ကွက်,No (9) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226010,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,အမှတ် (၁၀) ရပ်ကွက်,No (10) Quarter,ward,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226222,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,ကျောက်မြောင်း ကျေးရွာအုပ်စု,Kyauk Myaung Village Tract,village_tract,6786,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6786 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0226253,linked_after_review,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,တယ်ပင် ကျေးရွာအုပ်စု,Tei Pin Village Tract,village_tract,6786,,exact_my+en,deterministic_multi_create_pick,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text",,linked_after_review,multiple similar creates (2); deterministic pick village_tract:MMR005004054:row11117:village_tract_boundary_Sagaing_v94.zip_mmr_sag_polbnda_adm4_250k_mimu_1.shp,66289506-9513-4a50-8bb4-1abde9fa123d
0226272,linked_after_review,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ရွှေဘို မြို့နယ်,Shwebo Township,တည်ပင် ကျေးရွာအုပ်စု,Tei Pin Village Tract,village_tract,6786,,exact_en,deterministic_multi_create_pick,0,1,1,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text",,linked_after_review,multiple similar creates (2); deterministic pick village_tract:MMR005004054:row11117:village_tract_boundary_Sagaing_v94.zip_mmr_sag_polbnda_adm4_250k_mimu_1.shp,66289506-9513-4a50-8bb4-1abde9fa123d
0229001,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,အရာတော် မြို့နယ်,Ayadaw Township,အမှတ် (၁) ရပ်ကွက်,No (1) Quarter,ward,6825,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6825 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0229002,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,အရာတော် မြို့နယ်,Ayadaw Township,အမှတ် (၂) ရပ်ကွက်,No (2) Quarter,ward,6825,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6825 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0229003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,အရာတော် မြို့နယ်,Ayadaw Township,အမှတ် (၃) ရပ်ကွက်,No (3) Quarter,ward,6825,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6825 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230001,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,ကွေ့ကြီး ရပ်ကွက်,Kwayt Gyi Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230002,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,အောင်ချမ်းသာ ရပ်ကွက်,Aung Chan Thar Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230003,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,ဒေါနခြံ ရပ်ကွက်,Daw Na Chan Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230004,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,လယ်တီ ရပ်ကွက်,Lel Di Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230005,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,ဖုန်းစိုး ရပ်ကွက်,Hpone Soe Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230006,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,ရတနာပုံ ရပ်ကွက်,Ya Da Nar Bon Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230007,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,ချမ်းမြသာစည် ရပ်ကွက်,Chan Mya Thar Zi Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230008,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,အေးသာယာ ရပ်ကွက်,Aye Thar Yar Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230009,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,ရန်ကင်း ရပ်ကွက်,Yan Kin Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230010,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,သလ္လာ ရပ်ကွက်,Thar Lar Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230011,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,အလယ် ရပ်ကွက်,Ah Lel Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230012,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,သန်းတော ရပ်ကွက်,Than Taw Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230013,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,အောင်မင်္ဂလာ ရပ်ကွက်,Aung Min Ga Lar Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230014,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,မုံရွာတောင် ရပ်ကွက်,Monywa (South) Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230015,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,မြဝတီ ရပ်ကွက်,Mya Wa Di Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230016,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,ဘုရားကြီး ရပ်ကွက်,Hpa Yar Gyi Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230017,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,ရုံးကြီး ရပ်ကွက်,Yone Gyi Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
0230019,missing_local_admin_identity,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မုံရွာ မြို့နယ်,Monywa Township,စစ်ပင် ရပ်ကွက်,Sit Pin Quarter,ward,6822,,no_exact_or_fuzzy,missing_local_after_rebind,0,1,1,"Township 6822 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text",,missing_local_admin_identity,township resolved; no exact inventory identity for locality,
