source_key,entity_type,survivor_core_id,duplicate_core_ids,preserve_survivor_geometry,hard_delete,dependency_counts_survivor,dependency_counts_duplicates,repoint_plan,recommended_decision,review_decision,review_note
village:153733:row3534:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122484,122661,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122661:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:154235:row3537:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122433,122468,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122468:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:154706:row3548:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122616,122703,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122703:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:154817:row3552:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122601,122654,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122654:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155007:row3553:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122372,122568,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122568:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155077:row3560:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122542,122553,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122553:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155196:row3567:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122483,122503,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122503:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155421:row3570:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122401,122403;122572;122700,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122403:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122572:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122700:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155711:row3576:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122483,122503,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122503:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155712:row3577:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122451,122523,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122523:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155808:row3592:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122616,122703,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122703:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155849:row3601:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122463,122642,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122642:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:156031:row3606:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122489,122620;122674,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122620:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122674:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:156029:row3609:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122457,122520,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122520:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:156413:row3623:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122488,122496,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122496:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:156580:row3628:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122669,124621,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,124621:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:156666:row3636:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122383,122610,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122610:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:157314:row3644:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122457,122520,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122520:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:157319:row3649:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122473,122657,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122657:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:157575:row3654:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122474,122479;122613;122678,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122479:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122613:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122678:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:157573:row3657:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122484,122661,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122661:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:157804:row3660:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122383,122610,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122610:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:158278:row3679:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122473,122657,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122657:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:158277:row3680:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122554,122623,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122623:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:158345:row3682:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122591,122615,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122615:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:158341:row3684:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122451,122523,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122523:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:158997:row3691:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122440,122618;122686,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122618:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122686:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:159002:row3695:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122518,122558,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122558:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:159052:row3702:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122474,122479;122613;122678,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122479:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122613:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122678:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:159051:row3704:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122518,122558,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122558:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:160664:row3723:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122396,122619;122627;122663,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122619:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122627:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122663:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:161051:row3746:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122474,122479;122613;122678,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122479:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122613:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122678:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:161048:row3747:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122440,122618;122686,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122618:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122686:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:161126:row3750:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122372,122568,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122568:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:161164:row3755:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122401,122403;122572;122700,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122403:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122572:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122700:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:161526:row3761:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122448,122481,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122481:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:161638:row3766:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122396,122619;122627;122663,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122619:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122627:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|122663:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:162823:row3784:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122542,122553,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122553:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:162819:row3789:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122385,122594,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122594:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151240:row3810:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122726,122943,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122943:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:153686:row3836:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122726,122943,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122943:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155090:row3894:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122818,122901,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122901:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:159368:row3950:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122818,122901,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,122901:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151103:row4075:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123014,123103,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123103:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151405:row4083:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123122,123142,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123142:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151407:row4085:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123192,123254,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123254:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151408:row4087:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123111,123112;123175;123193,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123112:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|123175:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|123193:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151454:row4092:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122993,123019,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123019:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:151719:row4100:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123057,123109;123176;123181;123243,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123109:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|123176:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|123181:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|123243:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:152003:row4107:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122993,123019,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123019:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:152044:row4120:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123179,123248,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123248:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:152311:row4124:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123066,123282,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123282:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:152516:row4125:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123014,123103,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123103:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:152513:row4128:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123177,123268,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123268:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:152638:row4132:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,122977,123259,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123259:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:153763:row4161:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123192,123254,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123254:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:154121:row4171:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123089,123115;123186,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123115:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|123186:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:154120:row4172:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123082,123153,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123153:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155118:row4194:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123004,123144;123182;123184,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123144:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|123182:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0}|123184:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
village:155182:row4198:village_point_Ayeyarwady_v96.zip_mmr_ady_pplp2_250k_mimu.shp,village,123177,123268,true,false,has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0,123268:{has_point=1|verification=unverified|is_verified=f|type=village|fk_inbound=0},No inbound FKs on core_settlements discovered. Soft-retire duplicate settlements (deleted_at) after confirming identity; never hard DELETE. Preserve survivor point_geom.,merge_confirmed_duplicate,,
