postal_code,region_mm,region_en,township_mm,township_en,locality_mm,locality_en,candidate_admin_ids,candidate_names,candidate_types,name_evidence,recommended_action,review_decision,selected_local_admin_area_id,review_note
0206200,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ပင်သာ ကျေးရွာအုပ်စု,Pin Thar Village Tract,,ပင်သာ [Pin Thar/ပင်သာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206201,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ဟဲလှော် ကျေးရွာအုပ်စု,He Hlaw Village Tract,,ဟဲလှော် [He Hlaw/ဟဲလှော်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206202,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,သရောင်း ကျေးရွာအုပ်စု,Tha Yaung Village Tract,,သရောင်း [Tha Yaung/သရောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206203,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ခမိုင်း ကျေးရွာအုပ်စု,Kha Maing Village Tract,,ခမိုင်း [Kha Maing/ခမိုင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206204,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ရွာတန်းရှည် ကျေးရွာအုပ်စု,Ywar Tan Shey Village Tract,,ရွာတန်းရှည် [Ywar Tan Shey/ရွာတန်းရှည်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206205,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ရွှေညောင်ပင် ကျေးရွာအုပ်စု,Shwe Nyaung Pin Village Tract,,ရွှေညောင်ပင် [Shwe Nyaung Pin/ရွှေညောင်ပင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206206,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မိုင်းနွဲ ကျေးရွာအုပ်စု,Maing Nwe Village Tract,,မိုင်းနွဲ [Mong Nwe/မိုင်းနွဲ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206207,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,နန်းဘုန်း ကျေးရွာအုပ်စု,Nan Bone Village Tract,,နန်းဘုန်း [Nan Bone/နန်းဘုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206208,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ပါဟဲ ကျေးရွာအုပ်စု,Par He Village Tract,,ပါဟဲ [Par He/ပါဟဲ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206209,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မောက်စဖာ ကျေးရွာအုပ်စု,Mauk Sa Hpar Village Tract,,မောက်စဖာ [Mauk Sa Hpar/မောက်စဖာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206210,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မောက်ပလင်း ကျေးရွာအုပ်စု,Mauk Pa Lin Village Tract,,မောက်ပလင်း [Mauk Pa Lin/မောက်ပလင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206211,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ရေအောက်တောင်း ကျေးရွာအုပ်စု,Yae Auk Taung Village Tract,,ရေအောက်တောင်း [Yae Auk Taung/ရေအောက်တောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206212,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ရွှေထီးကုန်း ကျေးရွာအုပ်စု,Shwe Htee Kone Village Tract,,ရွှေထီးကုန်း [Shwe Htee Kone/ရွှေထီးကုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206213,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,သညစ် ကျေးရွာအုပ်စု,Tha Nyit Village Tract,,သညစ် [Tha Nyit/သညစ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206214,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ထောမ ကျေးရွာအုပ်စု,Htaw Ma Village Tract,,ထောမ [Htaw Ma/ထောမ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206215,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ဝက်ခေါင် (လွင်ကြီး) ကျေးရွာအုပ်စု,Wet Khaung (Lwin Gyi) Village Tract,,ဝက်ခေါင် (လွင်ကြီး) [Wet Khaung (Lwin Gyi)/ဝက်ခေါင် (လွင်ကြီး)],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206216,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,နောင်မနား ကျေးရွာအုပ်စု,Naung Ma Nar Village Tract,,နောင်မနား [Naung Ma Nar/နောင်မနား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206217,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ကောက်စား ကျေးရွာအုပ်စု,Kauk Sar Village Tract,,ကောက်စား [Kauk Sar/ကောက်စား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206218,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ကျော်ရွာ ကျေးရွာအုပ်စု,Kyaw Ywar Village Tract,,ကျော်ရွာ [Kyaw Ywar/ကျော်ရွာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206219,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မိုင်းချောင်း ကျေးရွာအုပ်စု,Maing Chaung Village Tract,,မိုင်းချောင်း [Maing Chaung/မိုင်းချောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206220,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,အုန်းဒုတ် ကျေးရွာအုပ်စု,Ohn Doke Village Tract,,အုန်းဒုတ် [Ohn Doke/အုန်းဒုတ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206221,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ဆည်ချောင်း ကျေးရွာအုပ်စု,Se Chaung Village Tract,,ဆည်ချောင်း [Se Chaung/ဆည်ချောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206222,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,သရောင်းအုန်းဒုတ် ကျေးရွာအုပ်စု,Tha Yaung Ohn Doke Village Tract,,သရောင်းအုန်းဒုတ် [Tha Yaung Ohn Doke/သရောင်းအုန်းဒုတ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206223,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မန်သဲ ကျေးရွာအုပ်စု,Man Thea Village Tract,,မန်သဲ [Man Thea/မန်သဲ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206224,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,နန်းပန် ကျေးရွာအုပ်စု,Nan Pan Village Tract,,နန်းပန် [Nan Pan/နန်းပန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206225,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ပိုးစားကုန်း ကျေးရွာအုပ်စု,Poe Sar Kone Village Tract,,ပိုးစားကုန်း [Poe Sar Kone/ပိုးစားကုန်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206226,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မားသီး ကျေးရွာအုပ်စု,Mar Thee Village Tract,,မားသီး [Mar Thee/မားသီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206227,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မှန်ပင် ကျေးရွာအုပ်စု,Hman Pin Village Tract,,မှန်ပင် [Hman Pin/မှန်ပင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206228,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,စစ်သောင် ကျေးရွာအုပ်စု,Sit Thaung Village Tract,,စစ်သောင် [Sit Thaung/စစ်သောင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206229,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,နန်းမော်လိုက် ကျေးရွာအုပ်စု,Nan Maw Laik Village Tract,,နန်းမော်လိုက် [Nan Maw Laik/နန်းမော်လိုက်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206230,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,စန္ဒား ကျေးရွာအုပ်စု,San Dar Village Tract,,စန္ဒား [San Dar/စန္ဒား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206231,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မန်မော် ကျေးရွာအုပ်စု,Man Maw Village Tract,,မန်မော် [Man Maw/မန်မော်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206232,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,အင်းသာနတ်စက် ကျေးရွာအုပ်စု,Inn Thar Nat Set Village Tract,,အင်းသာနတ်စက် [Inn Thar Nat Set/အင်းသာနတ်စက်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206233,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ကရား ကျေးရွာအုပ်စု,Ka Yar Village Tract,,ကရား [Ka Yar/ကရား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206234,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,သငါ ကျေးရွာအုပ်စု,Tha Ngar Village Tract,,သငါ [Tha Ngar/သငါ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206235,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,အုန်းသာ ကျေးရွာအုပ်စု,Ohn Thar Village Tract,,အုန်းသာ [Ohn Thar/အုန်းသာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206236,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မင်းယား ကျေးရွာအုပ်စု,Min Yar Village Tract,,မင်းယား [Min Yar/မင်းယား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206237,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,ကောက်ကွေ့ ကျေးရွာအုပ်စု,Kauk Kwayt Village Tract,,ကောက်ကွေ့ [Kauk Kwayt/ကောက်ကွေ့],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206238,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,လယ်ဦး ကျေးရွာအုပ်စု,Lel U Village Tract,,လယ်ဦး [Lel U/လယ်ဦး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0206239,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,ဖောင်းပြင် မြို့နယ်,Paungbyin Township,မြင်သာ ကျေးရွာအုပ်စု,Myin Thar Village Tract,,မြင်သာ [Myin Thar/မြင်သာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207200,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ကွန်းတောင်း ကျေးရွာအုပ်စု,Kun Taung Village Tract,,ကွန်းတောင်း [Kun Taung/ကွန်းတောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207201,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ဟဲဇင်း ကျေးရွာအုပ်စု,He Zin Village Tract,,ဟဲဇင်း [He Zin/ဟဲဇင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207202,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,အင်ဒိုင်း ကျေးရွာအုပ်စု,In Daing Village Tract,,အင်ဒိုင်း [In Daing/အင်ဒိုင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207203,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,အလှော် ကျေးရွာအုပ်စု,Ah Hlaw Village Tract,,အလှော် [Ah Hlaw/အလှော်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207204,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ခမိတ် ကျေးရွာအုပ်စု,Kha Meik Village Tract,,ခမိတ် [Kha Meik/ခမိတ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207205,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ဝိတုတ် ကျေးရွာအုပ်စု,Wi Toke Village Tract,,ဝိတုတ် [Wi Toke/ဝိတုတ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207206,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ပွတ်သာ ကျေးရွာအုပ်စု,Put Thar Village Tract,,ပွတ်သာ [Put Thar/ပွတ်သာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207207,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ဖိုင်လင်း ကျေးရွာအုပ်စု,Hpai Lin Village Tract,,ဖိုင်လင်း [Hpai Lin/ဖိုင်လင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207208,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,သနန် ကျေးရွာအုပ်စု,Tha Nan Village Tract,,သနန် [Tha Nan/သနန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207209,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ဗန္ဓုလ ကျေးရွာအုပ်စု,Ban Du La Village Tract,,ဗန္ဓုလ [Ban Du La/ဗန္ဓုလ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207210,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,မင်းသာ ကျေးရွာအုပ်စု,Min Thar Village Tract,,မင်းသာ [Min Thar/မင်းသာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207211,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,လှည်းဆိပ် ကျေးရွာအုပ်စု,Hle Seik Village Tract,,လှည်းဆိပ် [Hle Seik/လှည်းဆိပ်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207212,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ထုံကတင် ကျေးရွာအုပ်စု,Htone Ka Tin Village Tract,,ထုံကတင် [Htone Ka Tin/ထုံကတင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207213,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,အောက်တောင်း ကျေးရွာအုပ်စု,Auk Taung Village Tract,,အောက်တောင်း [Auk Taung/အောက်တောင်း],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207214,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,စွန်လည် ကျေးရွာအုပ်စု,Sun Lel Village Tract,,စွန်လည် [Sun Lel/စွန်လည်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207215,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ရွာသာ ကျေးရွာအုပ်စု,Ywar Thar Village Tract,,ရွာသာ [Ywar Thar/ရွာသာ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207216,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,မင်းသမီး ကျေးရွာအုပ်စု,Min Tha Mee Village Tract,,မင်းသမီး [Min Tha Mee/မင်းသမီး],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207217,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,မလူ ကျေးရွာအုပ်စု,Ma Lu Village Tract,,မလူ [Ma Lu/မလူ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207218,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ထင်းဇင် ကျေးရွာအုပ်စု,Htin Zin Village Tract,,ထင်းဇင် [Htin Zin/ထင်းဇင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207219,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ကနန် ကျေးရွာအုပ်စု,Ka Nan Village Tract,,ကနန် [Ka Nan/ကနန်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207220,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,ကျွန်းတောရေရှင် ကျေးရွာအုပ်စု,Kyun Taw Yae Shin Village Tract,,ကျွန်းတောရေရှင် [Kyun Taw Yae Shin/ကျွန်းတောရေရှင်],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0207221,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,တမူး မြို့နယ်,Tamu Township,တိန်းကယား ကျေးရွာအုပ်စု,Tein Ka Yar Village Tract,,တိန်းကယား [Tein Ka Yar/တိန်းကယား],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0208001,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မော်လိုက် မြို့နယ်,Mawlaik Township,မြို့မ အမှတ်(၁) ရပ်ကွက်,Myo Ma  No (1) Quarter,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5022 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0208002,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မော်လိုက် မြို့နယ်,Mawlaik Township,မြို့မ အမှတ်(၂) ရပ်ကွက်,Myo Ma No (2) Quarter,,,,no_exact_or_fuzzy,missing_or_non_inventory,,,"Township 5022 resolved, but no exact approved ward/village-tract identity matched; will not invent admin from postal text"
0208200,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မော်လိုက် မြို့နယ်,Mawlaik Township,ယူးဝ ကျေးရွာအုပ်စု,Yu Wa Village Tract,,ယူးဝ [Yu Wa/ယူးဝ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
0208201,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing Region,မော်လိုက် မြို့နယ်,Mawlaik Township,ခါဝဲ ကျေးရွာအုပ်စု,Khar Wea Village Tract,,ခါဝဲ [Khar Wea/ခါဝဲ],village_tract,exact_pending_create,link_after_create_applied,,,"Exact name matches Phase-3 approved create_mimu_placeholder / create_new, but no local_admin_area_id exists yet — do not invent id from postal text"
